ALWNC_DE,ALWNC_RESN,BSI_INT,ENG_RN,MVMN_DE,MVMN_RESN,MVM_RES_CD,NTFC_DE,OPERT_DE,RBP_CN,RDS_DPN_SE,RDS_MAN_NO,REP_CN,RN,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,SIG_CD,WDR_RD_CD
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,20,Singil-ro 28na-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,신길동 3183-65,1,3446,신길동 243-38,신길로28나길,4154505,2.00000000,36.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,21,Singil-ro 28ra-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,신길동 3126,1,3448,신길동 3183-96,신길로28라길,4154507,4.00000000,123.00000000,4,11560,3
20090710,가마고지라는 옛지명 활용,20,Gamasan-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20090710,20141030224639,대림동 777-1,1,3449,신길동 699,가마산로,3000023,5.00000000,5898.00000000,3,11560,1
20100520,가마산로에서 분기되는 도로로 해당 일련번호 활용,21,Gamasan-ro 80-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224641,신길동 1828,1,3450,신길동 240-10,가마산로80길,4154033,3.00000000,102.00000000,4,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,10,Dosin-ro 9-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224646,대림동 604-148,1,3690,대림동 607-1,도신로9길,4154355,0.88300000,14.15300000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,20,Singil-ro 28ga-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,신길동 3430,1,3443,신길동 3261,신길로28가길,4154503,3.00000000,70.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,20,Singil-ro 28na-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,신길동 3183-65,1,3444,신길동 243-38,신길로28나길,4154505,2.00000000,44.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,20,Singil-ro 28ga-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,신길동 3430,1,3445,신길동 3261,신길로28가길,4154503,3.00000000,65.00000000,4,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,20,Dosin-ro 29sa-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,도림동 117-36,1,1968,도림동 129-27,도신로29사길,4154323,3.00000000,15.00000000,4,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,24,Dosin-ro 56na-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 4934-1,1,1951,신길동 144-217,도신로56나길,4154344,3.00000000,39.00000000,4,11560,3
20100520,도림로에서 분기되는 도로로 해당 일련번호 활용,21,Dorim-ro 53-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224644,대림동 760-11,1,3039,대림동 743-4,도림로53길,4154258,6.00000000,37.00000000,4,11560,3
20100520,경인로에서 분기되는 도로로 해당 일련번호 활용,21,Gyeongin-ro 78-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224642,문래동1가 58-22,1,3371,문래동1가 66-7,경인로78길,4154053,5.00000000,50.00000000,4,11560,3
20090710,서울에서 인천을 연결하는 도로,20,Gyeongin-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20090710,20141030224639,문래동1가 97-1,1,3382,여의도동 28-3,경인로,3000028,4.00000000,28004.00000000,3,11560,1
20100520,국회대로에서 분기되는 도로로 해당 일련번호 활용,20,Gukhoe-daero 68-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100617,20141030224642,여의도동 15-29,1,3019,여의도동 15-15,국회대로68길,4154089,12.00000000,65.00000000,4,11560,3
,행정구역명을 이용하여 도로명 명명,20,Dorim-ro,20141117,광역도로 정비,90,20101125,20141117102046,대림동 1052-45,1,3031,문래동4가 9-1,도림로,3116010,3.00000000,4450.00000000,3,11560,2
20100520,국제금융로에서 분기되는 도로로 해당 일련번호 활용,22,Gukjegeumyung-ro 8-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224642,여의도동 34-7,0,3395,여의도동 45,국제금융로8길,4154067,20.00000000,484.00000000,4,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,24,Dosin-ro 56na-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 4934-1,0,3419,신길동 144-217,도신로56나길,4154344,4.00000000,142.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,20,Singil-ro 38na-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,신길동 4910,1,3421,신길동 4916,신길로38나길,4154525,4.00000000,85.00000000,4,11560,3
20100520,가마산로에서 분기되는 도로로 해당 일련번호 활용,19,Gamasan-ro 79ga-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224641,신길동 140-27,1,3423,신길동 141-12,가마산로79가길,4154030,2.00000000,82.00000000,4,11560,3
20100520,가마산로에서 분기되는 도로로 해당 일련번호 활용,21,Gamasan-ro 79-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224641,신길동 1795-5,1,3426,신길동 136-15,가마산로79길,4154031,2.00000000,41.00000000,4,11560,3
20100520,가마산로에서 분기되는 도로로 해당 일련번호 활용,21,Gamasan-ro 79-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224641,신길동 1795-5,1,3427,신길동 136-15,가마산로79길,4154031,2.00000000,41.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,21,Singil-ro 42-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,신길동 223-7,1,3428,신길동 1795-42,신길로42길,4154535,3.00000000,51.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,21,Singil-ro 42-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,신길동 223-7,1,3429,신길동 1795-42,신길로42길,4154535,4.00000000,30.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,21,Singil-ro 42ga-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,신길동 209-102,1,3430,신길동 136,신길로42가길,4154534,3.00000000,17.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,21,Singil-ro 42na-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,신길동 209-129,1,3431,신길4동 208-11,신길로42나길,4154536,2.00000000,56.00000000,4,11560,3
,행정구역명을 이용하여 도로명 명명,20,Dorim-ro,20141117,광역도로 정비,90,20101125,20141117102046,대림동 1052-45,1,3433,문래동4가 9-1,도림로,3116010,2.00000000,4450.00000000,3,11560,2
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,21,Singil-ro 45-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,신길동 226-101,0,1142,신길동 276-132,신길로45길,4154540,4.00000000,186.00000000,4,11560,3
20100520,경인로에서 분기되는 도로로 해당 일련번호 활용,22,Gyeongin-ro 72-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224642,문래동1가 97-1,1,785,문래동1가 86,경인로72길,4154047,4.00000000,88.00000000,4,11560,3
20100520,디지털로에서 분기되는 도로로 해당 일련번호 활용,21,Digital-ro 53-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224646,대림동 1031-4,1,2926,대림동 703-2,디지털로53길,4154379,8.00000000,25.00000000,4,11560,3
20100520,도림동과 신길동을 지나는 도로,20,Dosin-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,대림동 785,1,2555,신길동 101-7,도신로,3118006,25.00000000,44.00000000,3,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,21,Singil-ro 40-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,신길동 4902,1,2208,신길동 233-77,신길로40길,4154528,6.00000000,62.00000000,4,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,22,Dosin-ro 64-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 110-46,1,1487,신길동 91-36,도신로64길,4154349,10.00000000,85.00000000,4,11560,3
20100520,도림로에서 분기되는 도로로 해당 일련번호 활용,21,Dorim-ro 85-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 355-135,0,1613,신길동 388-24,도림로85길,4154287,5.00000000,205.00000000,4,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,22,Dosin-ro 60-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 115-1,1,1975,신길동 136,도신로60길,4154346,12.00000000,44.00000000,4,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,20,Dosin-ro 48-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 196-6,1,1739,신길동 4935,도신로48길,4154335,6.00000000,70.00000000,4,11560,3
20100520,디지털로에서 분기되는 도로로 해당 일련번호 활용,8,Digital-ro 37da-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224646,대림동 1069-14,1,1032,대림동 1037-10,디지털로37다길,4154364,6.00000000,39.00000000,4,11560,3
20100520,여의대방로에서 분기되는 도로로 해당 일련번호 활용,21,Yeouidaebang-ro 43-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224649,신길동 869-2,1,1033,신길동 897-3,여의대방로43길,4154663,15.00000000,32.00000000,4,11560,3
20100520,도림로에서 분기되는 도로로 해당 일련번호 활용,21,Dorim-ro 141ga-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224644,문래동4가 16-6,1,1741,문래동4가 10-1,도림로141가길,4154234,3.00000000,47.00000000,4,11560,3
20100520,도림로에서 분기되는 도로로 해당 일련번호 활용,20,Dorim-ro 50-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224644,대림동 824-97,1,3621,대림동 836-5,도림로50길,4154256,2.00800000,85.12700000,4,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,24,Dosin-ro 56na-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 4934-1,1,1035,신길동 144-217,도신로56나길,4154344,3.00000000,81.00000000,4,11560,3
20100520,대림로에서 분기되는 도로로 해당 일련번호 활용,20,Daerim-ro 31na-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224643,대림동 732-6,1,1742,대림동 734-1,대림로31나길,4154163,4.00000000,43.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,19,Singil-ro 23da-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,신길동 337-119,1,1036,신길동 339-24,신길로23다길,4154499,6.00000000,21.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,21,Singil-ro 42-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,신길동 223-7,0,1744,신길동 1795-42,신길로42길,4154535,6.00000000,602.00000000,4,11560,3
20100520,영등포로에서 분기되는 도로로 해당 일련번호 활용,21,Yeongdeungpo-ro 47-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224650,영등포동2가 330,1,1037,영등포동2가 260,영등포로47길,4154726,6.00000000,18.00000000,4,11560,3
20100520,영등포로에서 분기되는 도로로 해당 일련번호 활용,21,Yeongdeungpo-ro 13-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224650,양평동1가 165,0,408,양평동1가 116-11,영등포로13길,4154700,8.00000000,302.00000000,4,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,21,Dosin-ro 54-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 159-6,1,2546,신길동 201-45,도신로54길,4154341,8.00000000,32.00000000,4,11560,3
20100520,영등포로에서 분기되는 도로로 해당 일련번호 활용,21,Yeongdeungpo-ro 11-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224650,양평동1가 190,1,2549,양평동1가 222-5,영등포로11길,4154698,2.00000000,32.00000000,4,11560,3
20100520,대림로에서 분기되는 도로로 해당 일련번호 활용,21,Daerim-ro 17-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224643,대림동 834-12,1,2915,대림동 1033,대림로17길,4154142,4.00000000,64.00000000,4,11560,3
20100520,도림로에서 분기되는 도로로 해당 일련번호 활용,22,Dorim-ro 108da-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224644,도림동 137-13,1,3510,도림동 141-18,도림로108다길,4154211,3.00000000,33.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,21,Singil-ro 40-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,신길동 4902,1,1734,신길동 233-77,신길로40길,4154528,6.00000000,42.00000000,4,11560,3
20100419,도림천을 따라 형성된 도로로서 도림천 지명 인용,20,Dorimcheon-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030224633,문래동5가 31,1,1027,대림동 994-4,도림천로,3116011,5.00000000,4400.00000000,3,11560,2
20100520,영등포동과 신길동을 지나는 도로,20,Yeongsin-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224650,도림동 1-22,1,3511,영등포동8가 86,영신로,3118023,3.00000000,23.00000000,3,11560,3
20100520,대림로에서 분기되는 도로로 해당 일련번호 활용,21,Daerim-ro 39-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224643,대림동 779-8,1,3512,대림동 778,대림로39길,4154180,8.00000000,36.00000000,4,11560,3
20100520,양평동 동명칭 인용,20,Yangpyeong-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,영등포동8가 86,1,1029,양평동 501,양평로,3118017,8.00000000,58.00000000,3,11560,3
20100520,여의대방로에서 분기되는 도로로 해당 일련번호 활용,19,Yeouidaebang-ro 39ga-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224649,신길동 1645,1,3514,신길동 1906,여의대방로39가길,4154659,2.00000000,28.00000000,4,11560,3
20100520,도림로에서 분기되는 도로로 해당 일련번호 활용,20,Dorim-ro 98-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 355-340,1,1738,신길동 347-205,도림로98길,4154296,3.00000000,17.00000000,4,11560,3
20100520,도림로에서 분기되는 도로로 해당 일련번호 활용,21,Dorim-ro 141ra-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224644,문래동4가 32-51,1,1031,문래동4가 39-1,도림로141라길,4154238,12.00000000,51.00000000,4,11560,3
20100520,국회대로에서 분기되는 도로로 해당 일련번호 활용,21,Gukhoe-daero 53-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100617,20141030224642,영등포동8가 1,1,1816,영등포동8가 59-1,국회대로53길,4154083,2.00000000,34.00000000,4,11560,3
20100520,영등포로에서 분기되는 도로로 해당 일련번호 활용,21,Yeongdeungpo-ro 45-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224650,영등포동5가 2,1,1822,영등포동5가 131,영등포로45길,4154724,12.00000000,73.00000000,4,11560,3
20100520,영신로에서 분기되는 도로로 해당 일련번호 활용,21,Yeongsin-ro 1-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224651,도림동 32-16,1,1829,도림동 2-9,영신로1길,4154763,4.00000000,21.00000000,4,11560,3
20100520,당산로에서 분기되는 도로로 해당 일련번호 활용,21,Dangsan-ro 49-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224643,당산동6가 317,1,2877,양평동4가 281,당산로49길,4154128,2.00000000,41.00000000,4,11560,3
20100520,양평동 동명칭 인용,20,Yangpyeong-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,영등포동8가 86,1,2886,양평동 501,양평로,3118017,8.00000000,123.00000000,3,11560,3
20100520,영등포로에서 분기되는 도로로 해당 일련번호 활용,20,Yeongdeungpo-ro 35ga-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224650,영등포동6가 48-2,1,775,영등포동6가 50-5,영등포로35가길,4154714,1.00000000,12.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,21,Singil-ro 56-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,신길동 190-168,1,2519,신길동 192-20,신길로56길,4154544,4.00000000,43.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,20,Singil-ro 41ra-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,신길동 278-121,1,392,신길동 301-17,신길로41라길,4154533,3.00000000,30.00000000,4,11560,3
20090710,디지털단지의 상징성 및 접근성,20,Digital-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20090710,20141030224632,대림동 1117,1,397,대림동 909-2,디지털로,3000026,4.00000000,4667.00000000,3,11560,1
20100520,도림로에서 분기되는 도로로 해당 일련번호 활용,20,Dorim-ro 108-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224644,도림동 246-85,1,407,도림동 137-28,도림로108길,4154209,3.00000000,47.00000000,4,11560,3
20100520,도림동과 신길동을 지나는 도로,20,Dosin-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,대림동 785,1,742,신길동 101-7,도신로,3118006,25.00000000,94.00000000,3,11560,3
20100520,영등포로에서 분기되는 도로로 해당 일련번호 활용,22,Yeongdeungpo-ro 74-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224650,신길동 95-255,0,752,신길동 95-58,영등포로74길,4154745,2.00000000,152.00000000,4,11560,3
20100520,영신로에서 분기되는 도로로 해당 일련번호 활용,20,Yeongsin-ro 43-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224651,당산동1가 185-3,1,1244,당산동1가 185-39,영신로43길,4154779,2.00000000,23.00000000,4,11560,3
20100520,도림로에서 분기되는 도로로 해당 일련번호 활용,20,Dorim-ro 102-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224643,신길동 355-274,1,540,신길동 355-284,도림로102길,4154206,3.00000000,46.00000000,4,11560,3
20100520,디지털로에서 분기되는 도로로 해당 일련번호 활용,20,Digital-ro 40-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224646,대림동 1081-12,0,2662,대림동 1093-33,디지털로40길,4154367,4.00000000,236.00000000,4,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,24,Dosin-ro 56na-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 4934-1,1,1599,신길동 144-217,도신로56나길,4154344,3.00000000,51.00000000,4,11560,3
20100520,영등포로에서 분기되는 도로로 해당 일련번호 활용,21,Yeongdeungpo-ro 11-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224650,양평동1가 190,1,199,양평동1가 222-5,영등포로11길,4154698,2.00000000,18.00000000,4,11560,3
20100520,영등포로에서 분기되는 도로로 해당 일련번호 활용,22,Yeongdeungpo-ro 76-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224650,신길동 95-261,1,3058,신길동 95-277,영등포로76길,4154746,10.00000000,29.00000000,4,11560,3
20100520,양평로에서 분기되는 도로로 해당 일련번호 활용,21,Yangpyeong-ro 19-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,양평동4가 98-1,0,3068,양평동4가 15-8,양평로19길,4154610,8.00000000,402.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,21,Singil-ro 23-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,신길동 253-251,0,3437,신길동 336-317,신길로23길,4154497,8.00000000,589.00000000,4,11560,3
20100520,신길로에서 분기되는 도로로 해당 일련번호 활용,20,Singil-ro 23na-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,신길동 337-138,0,3439,신길동 337-48,신길로23나길,4154498,6.00000000,160.00000000,4,11560,3
20100520,선유서로에서 분기되는 도로로 해당 일련번호 활용,21,Seonyuseo-ro 25-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224647,양평동2가 30-1,0,1981,양평동2가 43-6,선유서로25길,4154468,8.00000000,347.00000000,4,11560,3
20100520,여의대방로에서 분기되는 도로로 해당 일련번호 활용,21,Yeouidaebang-ro 61-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224649,신길동 1351-3,1,1622,신길동 18-1,여의대방로61길,4154683,6.00000000,24.00000000,4,11560,3
20100520,양평로에서 분기되는 도로로 해당 일련번호 활용,21,Yangpyeong-ro 18-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,양평동4가 153-1,1,911,양평동4가 316-1,양평로18길,4154609,2.00000000,26.00000000,4,11560,3
20110414,당산로에서 분기되는 도로로 해당 일련번호 활용,21,Dangsan-ro 45-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20110421,20141030224642,당산동5가 14-3,0,1621,당산동5가 32-1,당산로45길,4154123,8.00000000,168.00000000,4,11560,3
20100520,국회대로에서 분기되는 도로로 해당 일련번호 활용,21,Gukhoe-daero 54-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100617,20141030224642,영등포동7가 94-295,1,1253,당산동 121-115,국회대로54길,4154084,8.00000000,12.00000000,4,11560,3
20100520,도림로에서 분기되는 도로로 해당 일련번호 활용,21,Dorim-ro 108ga-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224644,도림동 152-18,0,2333,도림동 144-118,도림로108가길,4154208,6.00000000,228.00000000,4,11560,3
20100520,문래동 동명칭 인용,20,Mullae-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224646,문래동6가 45,1,3462,영등포동4가 442-1,문래로,3118008,7.00000000,306.00000000,3,11560,3
20100520,영등포로에서 분기되는 도로로 해당 일련번호 활용,21,Yeongdeungpo-ro 18-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224650,양평동1가 9-1,0,3464,당산동2가 21,영등포로18길,4154701,20.00000000,181.00000000,4,11560,3
20100520,선유로의 동쪽에 위치한 도로,20,Seonyudong 2-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224646,양평동3가 77-80,0,3465,양평동4가 27-2,선유동2로,3118012,20.00000000,802.00000000,3,11560,3
20100520,당산로에서 분기되는 도로로 해당 일련번호 활용,21,Dangsan-ro 16-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224642,당산동1가 254-3,1,1040,당산동1가 134-1,당산로16길,4154100,6.00000000,52.00000000,4,11560,3
20100520,영신로에서 분기되는 도로로 해당 일련번호 활용,10,Yeongsin-ro 39-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224651,당산동1가 158-15,1,3710,당산동1가 107,영신로39길,4154775,0.97500000,13.01800000,4,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,21,Dosin-ro 53-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 194-95,1,220,신길동 166-9,도신로53길,4154340,6.00000000,42.00000000,4,11560,3
20100520,도림동과 신길동을 지나는 도로,20,Dosin-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,대림동 785,1,3468,신길동 101-7,도신로,3118006,10.00000000,362.00000000,3,11560,3
,행정구역명을 이용하여 도로명 명명,20,Dorim-ro,20141117,광역도로 정비,90,20101125,20141117102046,대림동 1052-45,1,3469,문래동4가 9-1,도림로,3116010,6.00000000,4450.00000000,3,11560,2
20100419,옛 지명인 신풍동 인용,20,Sinpung-ro,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030224648,신길동 426-3,1,1041,신길동 501,신풍로,3118015,1.00000000,42.00000000,3,11560,3
20100520,도신로에서 분기되는 도로로 해당 일련번호 활용,24,Dosin-ro 49-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224645,신길동 192-6,1,1749,신길동 192-177,도신로49길,4154336,3.00000000,22.00000000,4,11560,3
20100520,가마산로에서 분기되는 도로로 해당 일련번호 활용,19,Gamasan-ro 80ga-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224641,신길동 243-33,1,3452,신길동 2278,가마산로80가길,4154032,1.00000000,10.00000000,4,11560,3
20100520,신풍로에서 분기되는 도로로 해당 일련번호 활용,22,Sinpung-ro 19-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224648,신길동 1544,1,3454,신길동 1553,신풍로19길,4154577,3.00000000,41.00000000,4,11560,3
20100520,여의대방로에서 분기되는 도로로 해당 일련번호 활용,21,Yeouidaebang-ro 35-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224649,신길동 623,1,3456,신길동 2097,여의대방로35길,4154658,3.00000000,56.00000000,4,11560,3
20100520,여의대방로에서 분기되는 도로로 해당 일련번호 활용,22,Yeouidaebang-ro 35ga-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224649,신길동 2314,1,3457,신길동 1934,여의대방로35가길,4154657,3.00000000,59.00000000,4,11560,3
20090701,여의도의 주요도로,20,Yeoui-daero,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20090710,20141030224649,여의도동 28-3,0,3287,여의도동 86-4,여의대로,2118001,40.00000000,2653.00000000,2,11560,3
20100520,도림로에서 분기되는 도로로 해당 일련번호 활용,21,Dorim-ro 147-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224644,문래동4가 9-6,1,1503,문래동4가 28-12,도림로147길,4154242,2.00000000,33.00000000,4,11560,3
20100520,대림로에서 분기되는 도로로 해당 일련번호 활용,22,Daerim-ro 16-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100527,20141030224643,대림동 858-22,0,1863,대림동 858-1,대림로16길,4154141,5.00000000,109.00000000,4,11560,3
