ALWNC_DE,ALWNC_RESN,BSI_INT,ENG_RN,MVMN_DE,MVMN_RESN,MVM_RES_CD,NTFC_DE,OPERT_DE,RBP_CN,RDS_DPN_SE,RDS_MAN_NO,REP_CN,RN,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,SIG_CD,WDR_RD_CD
20100628,소월로를 중심으로 일련번호 부여,10,Sowol-ro 2-gil,,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,남대문로5가 427공,0,1222,남대문로5가 822대,소월로2길,4103213,19.00000000,240.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 50-gil,20101012,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20130618172313,장충동2가 192-5 학,1,1018,장충동2가 193-223대,퇴계로50길,4103357,1.00000000,26.00000000,4,11140,3
20100419,한강변의 옛 지명인 동호 지명을 인용,10,Dongho-ro,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214903,신당동 355-10대,1,8,신당동 361-18 대,동호로,3005001,6.00000000,3900.00000000,3,11140,2
20100628,서소문로를 중심으로 일련번호 부여,10,Seosomun-ro 9-gil,20110329,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,순화동 1-1학,1,1611,순화동 1-152 대,서소문로9길,4103182,12.00000000,70.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 84-gil,20101010,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 121-31대,1,210,신당동 121-28대,퇴계로84길,4103386,3.00000000,43.00000000,4,11140,3
20100519,옛 지명인 건천동에서 유래,10,Mareunnae-ro,20101229,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100526,20110303,광희동1가 168대,1,10,광희동1가 124대,마른내로,3101002,2.00000000,104.00000000,3,11140,3
20100628,세종대로를 중심으로 일련번호 부여,10,Sejong-daero 18-gil,20100930,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,북창동 14대,1,1613,북창동 11-3대,세종대로18길,4103191,4.00000000,58.00000000,4,11140,3
20100628,남대문시장길을 중심으로 일련번호 부여,10,Namdaemunsijang 4-gil,20101008,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20120228161321,남창동 33-45대,1,212,남창동 33-75대,남대문시장4길,4103020,5.00000000,66.00000000,4,11140,3
20100628,동호로를 중심으로 일련번호 부여,10,Dongho-ro 14-gil,20101201,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 423-10대,2,11,신당동 4208대,동호로14길,4103090,4.00000000,40.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 12ga-gil,20101005,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,회현동1가 117-4대,0,639,회현동1가 100-85대,퇴계로12가길,4103323,7.00000000,173.00000000,4,11140,3
20100628,을지로를 중심으로 일련번호 부여,10,Eulji-ro 18-gil,20101001,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,인현동1가 80대,2,641,인현동1가 82-2대,을지로18길,4103239,2.00000000,12.00000000,4,11140,3
20100419,중구 장충동에 있는 장충단비의 역사성 인용,10,Jangchungdan-ro,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214903,광희동1가 185-1대,1,645,광희동1가 182-21대,장충단로,3101021,6.00000000,2800.00000000,3,11140,2
20100519,유성룡선생의 호를 인용한 도로명,10,Seoae-ro,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100526,20110303,필동3가 18-12대,1,1648,필동3가 18-6대,서애로,3101003,3.00000000,123.00000000,3,11140,3
20100628,마른내로를 중심으로 일련번호 부여,10,Mareunnae-ro 8-gil,20100926,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,인현동2가 170-2대,2,252,인현동2가 170-27대,마른내로8길,4103126,2.00000000,19.00000000,4,11140,3
20100628,다산로를 중심으로 일련번호 부여,10,Dasan-ro 33ra-gil,20101008,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 304-135대,1,453,신당동 304-454대,다산로33라길,4103053,5.00000000,67.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 32-gil,20101012,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,예장동 1-63대,1,254,예장동 1-11대,퇴계로32길,4103340,2.00000000,40.00000000,4,11140,3
20110124,옛 지역명칭 인용,10,Cheonggu-ro,20110303,"광역도로 정비 및 부여사유, 부여방식 정비",90,20110127,20110303,신당동 36-243수,1,255,신당동 230-13대,청구로,3101008,6.00000000,71.00000000,3,11140,3
20100628,다산로를 중심으로 일련번호 부여,10,Dasan-ro 24-gil,20101006,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 340-73대,0,454,신당동 333-260 차,다산로24길,4103040,6.00000000,562.00000000,4,11140,3
20110124,옛 지역명칭 인용,10,Cheonggu-ro,20110303,"광역도로 정비 및 부여사유, 부여방식 정비",90,20110127,20110303,신당동 36-243수,1,455,신당동 230-13대,청구로,3101008,2.00000000,42.00000000,3,11140,3
20100628,다산로를 중심으로 일련번호 부여,10,Dasan-ro 33-gil,20101110,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 231-3대,1,456,신당동 231-3대,다산로33길,4103050,2.00000000,33.00000000,4,11140,3
20100628,동호로를 중심으로 일련번호 부여,10,Dongho-ro 8na-gil,20101026,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 309-103대,1,256,신당동 309-123대,동호로8나길,4103117,2.00000000,53.00000000,4,11140,3
20100628,다산로를 중심으로 일련번호 부여,10,Dasan-ro 8-gil,20101009,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 372-58대,1,458,신당동 372-9대,다산로8길,4103075,4.00000000,72.00000000,4,11140,3
20100519,유성룡선생의 호를 인용한 도로명,10,Seoae-ro,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100526,20110303,충무로5가 17-1대,1,7,충무로5가 88-5대,서애로,3101003,5.00000000,76.00000000,3,11140,3
20100419,조선시대 석전으로 유명한 만리재 명칭 인용,10,Mallijae-ro,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214902,만리동1가 62-36대,1,1610,만리동1가 62-136대,만리재로,3101016,5.00000000,2200.00000000,3,11140,2
20100628,손기정로를 중심으로 일련번호 부여,10,Songijeong-ro 18-gil,20100830,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,만리동2가 194-56대,1,807,만리동2가 194-6대,손기정로18길,4103222,3.00000000,30.00000000,4,11140,3
20100628,동호로를 중심으로 일련번호 부여,10,Dongho-ro 11ma-gil,20101010,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 432-2748대,1,202,신당동 432-655대,동호로11마길,4103084,3.00000000,45.00000000,4,11140,3
20100419,청계천을 따라 조성된 도로의 특성을 반영하여 청계천 명칭을 인용,10,Cheonggyecheon-ro,20120120,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214902,주교동 12-2대,1,1001,주교동 18-5대,청계천로,3100021,7.00000000,5900.00000000,3,11140,2
20100419,조선5대 궁궐의 하나인 창경궁 명칭 인용,10,Changgyeonggung-ro,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214903,예관동 45-1대,1,646,인현동2가 3학,창경궁로,3005008,2.00000000,3170.00000000,3,11140,2
20100513,손기정 기념공원이 위치한 의미 반영,10,Songijeong-ro,20100827,직권수정(속성변경),99,20100520,20170814110022,만리동2가 10-81대,1,831,만리동2가 6-1공,손기정로,3101019,2.00000000,700.00000000,3,11140,2
20100628,중림로를 중심으로 일련번호 부여,10,Jungnim-ro 9-gil,20101004,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,중림동 130-1대,0,832,중림동 148-1대,중림로9길,4103282,2.00000000,113.00000000,4,11140,3
20100628,을지로를 중심으로 일련번호 부여,10,Eulji-ro 38-gil,20101002,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,을지로5가 72-1대,0,833,쌍림동 34-3대,을지로38길,4103253,7.00000000,259.00000000,4,11140,3
20100513,손기정 기념공원이 위치한 의미 반영,10,Songijeong-ro,20100827,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100520,20141030214903,만리동2가 1-8대,1,1833,만리동2가 5-5 대,손기정로,3101019,3.00000000,700.00000000,3,11140,2
20100419,조선시대 유학자 이황의 호 인용,10,Toegye-ro,20100903,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214904,남대문로5가 541대,2,834,황학동 2494대,퇴계로,3101011,2.00000000,15.00000000,3,11140,3
20100628,다산로를 중심으로 일련번호 부여,10,Dasan-ro 39-gil,20101010,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 234-3대,2,835,신당동 236-109대,다산로39길,4103062,2.00000000,44.00000000,4,11140,3
20100628,손기정로를 중심으로 일련번호 부여,10,Songijeong-ro 18-gil,20100830,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,만리동2가 194-18대,1,1835,만리동2가 194-15대,손기정로18길,4103222,3.00000000,26.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 88-gil,20101009,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 153-27대,1,836,신당동 153-13대,퇴계로88길,4103392,3.00000000,116.00000000,4,11140,3
20100628,손기정로를 중심으로 일련번호 부여,10,Songijeong-ro 18-gil,20100830,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110629,만리동2가 194-43대,1,1836,만리동2가 194-45대,손기정로18길,4103222,3.00000000,22.00000000,4,11140,3
20100628,왕십리로를 중심으로 일련번호 부여,10,Wangsimni-ro 37-gil,20101001,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 495대,0,204,신당동 845 대,왕십리로37길,4103230,5.00000000,158.00000000,4,11140,3
20100628,을지로를 중심으로 일련번호 부여,10,Eulji-ro 27ga-gil,20101002,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,주교동 273-11대,1,1002,주교동 251-1대,을지로27가길,4103245,3.00000000,60.00000000,4,11140,3
20100628,마장로를 중심으로 일련번호 부여,10,Majang-ro 18-gil,20100912,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,황학동 1109대,0,205,황학동 811대,마장로18길,4103135,5.00000000,229.00000000,4,11140,3
20110225,옛 지역 명칭인용 일련번호 부여,10,Cheonggu-ro 12-gil,,"광역도로 정비 및 부여사유, 부여방식 정비",90,20110302,20110303,신당동 304-529대,1,1003,신당동 304-529대,청구로12길,4103293,4.00000000,14.00000000,4,11140,3
20100628,마장로를 중심으로 일련번호 부여,10,Majang-ro 9-gil,,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,황학동 67대,1,206,황학동 59대,마장로9길,4103141,7.00000000,174.00000000,4,11140,3
20100628,남대문시장길을 중심으로 일련번호 부여,10,Namdaemunsijang 8-gil,,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20120228161245,남창동 31-1 대,0,207,남창동 111-4대,남대문시장8길,4103022,6.00000000,172.00000000,4,11140,3
20100419,한강변의 옛 지명인 동호 지명을 인용,10,Dongho-ro,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214902,신당동 369-83대,1,1005,신당동 373-70대,동호로,3005001,6.00000000,3900.00000000,3,11140,2
20100628,을지로를 중심으로 일련번호 부여,10,Eulji-ro 18-gil,20101001,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,을지로3가 255-1대,0,1479,인현동1가 94-1대,을지로18길,4103239,5.00000000,258.00000000,4,11140,3
20100628,을지로를 중심으로 일련번호 부여,10,Eulji-ro 40-gil,20110304,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,을지로6가 53-4대,0,80,광희동1가 12-1대,을지로40길,4103256,6.00000000,205.00000000,4,11140,3
20100628,을지로를 중심으로 일련번호 부여,10,Eulji-ro 17-gil,20101001,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,산림동 286-2대,1,1078,산림동 269-1대,을지로17길,4103238,2.00000000,24.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 86-gil,20101013,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 52-32대,1,1683,신당동 52-88대,퇴계로86길,4103389,6.00000000,37.00000000,4,11140,3
20100628,동호로를 중심으로 일련번호 부여,10,Dongho-ro 30-gil,20120313,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20120313151801,장충동2가 186-217대,1,883,장충동2가 186-111대,동호로30길,4103107,3.00000000,18.00000000,4,11140,3
20100628,장충단로를 중심으로 일련번호 부여,10,Jangchungdan-ro 6ga-gil,20101003,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,장충동1가 35-25대,0,879,신당동 399-35대,장충단로6가길,4103269,5.00000000,292.00000000,4,11140,3
20100519,남대문시장의 명칭을 반영한 도로명,10,Namdaemunsijang-gil,20101008,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100526,20120228160907,남대문로3가 30-9대,2,881,남대문로3가 30-18대,남대문시장길,4103023,2.00000000,46.00000000,4,11140,3
20100628,다산로를 중심으로 일련번호 부여,10,Dasan-ro 19-gil,20101007,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 377-154대,1,882,신당동 415-5대,다산로19길,4103035,4.00000000,48.00000000,4,11140,3
20100628,만리재로를 중심으로 일련번호 부여,10,Mallijae-ro 35-gil,20100830,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,중림동 332-5대,1,1063,만리동1가 53-7대,만리재로35길,4103148,3.00000000,105.00000000,4,11140,3
20100628,장충단로를 중심으로 일련번호 부여,10,Jangchungdan-ro 7-gil,20101003,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,쌍림동 182-22대,2,1064,쌍림동 182-22대,장충단로7길,4103272,2.00000000,17.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 81-gil,20101009,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,황학동 158대,1,1065,황학동 157대,퇴계로81길,4103384,4.00000000,37.00000000,4,11140,3
20100628,소공로를 중심으로 일련번호 부여,10,Sogong-ro 6-gil,20101005,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,남산동1가 16-29대,1,1284,회현동2가 18-3 대,소공로6길,4103208,5.00000000,63.00000000,4,11140,3
20100628,동호로를 중심으로 일련번호 부여,10,Dongho-ro 17-gil,20101201,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 432-2259대,2,1079,신당동 432-1662대,동호로17길,4103094,5.00000000,11.00000000,4,11140,3
20081017,우리민족의 소원인 통일을 바라는 뜻,10,Tongil-ro,20100831,"광역도로 정비 및 부여사유, 부여방식 정비",90,20090710,20141030214904,봉래동1가 65-5대,1,682,순화동 204-5대,통일로,3000008,4.00000000,57569.00000000,3,11140,1
20100628,다산로를 중심으로 일련번호 부여,10,Dasan-ro 36na-gil,20101008,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 55-35대,1,1684,신당동 55-35대,다산로36나길,4103058,3.00000000,46.00000000,4,11140,3
20100628,을지로를 중심으로 일련번호 부여,10,Eulji-ro 20-gil,20101002,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,인현동1가 19-2대,1,1481,인현동1가 26대,을지로20길,4103242,4.00000000,71.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 16-gil,20101005,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,남산동1가 13-5대,1,1285,남산동1가 8-1 대,퇴계로16길,4103326,2.00000000,48.00000000,4,11140,3
20100628,동호로를 중심으로 일련번호 부여,10,Dongho-ro 20-gil,20101014,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 405-24대,2,82,신당동 405-1대,동호로20길,4103099,5.00000000,125.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 27-gil,20101012,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,필동1가 17-1대,1,1482,필동1가 17-1대,퇴계로27길,4103335,4.00000000,17.00000000,4,11140,3
20100628,남대문로를 중심으로 일련번호 부여,10,Namdaemun-ro 1-gil,20100930,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,북창동 19-8대,1,1614,북창동 19-9대,남대문로1길,4103013,5.00000000,33.00000000,4,11140,3
20100628,다산로를 중심으로 일련번호 부여,10,Dasan-ro 33da-gil,20101008,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 236-422대,1,12,신당동 236-429대,다산로33다길,4103052,2.00000000,51.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 90-gil,20100907,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 160-1대,0,214,신당동 166-108 대,퇴계로90길,4103396,8.00000000,481.00000000,4,11140,3
20100628,마른내로를 중심으로 일련번호 부여,10,Mareunnae-ro 8-gil,20100926,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,인현동2가 181-5대,1,13,인현동2가 181-5대,마른내로8길,4103126,3.00000000,27.00000000,4,11140,3
20100519,유성룡선생의 호를 인용한 도로명,10,Seoae-ro,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100526,20110303,필동3가 21-34대,1,409,필동3가 21-28대,서애로,3101003,2.00000000,44.00000000,3,11140,3
20100419,조선시대 유학자 이황의 호 인용,10,Toegye-ro,20100903,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214904,남대문로5가 541대,2,411,황학동 2494대,퇴계로,3101011,3.00000000,33.00000000,3,11140,3
20100628,동호로를 중심으로 일련번호 부여,10,Dongho-ro 11ma-gil,20101010,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 432-505대,1,412,신당동 432-521대,동호로11마길,4103084,3.00000000,56.00000000,4,11140,3
20100519,행정구역 명칭 반영,10,Jeongdong-gil,20101004,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100526,20110303,정동 27-21대,1,1066,정동 27-21대,정동길,4103276,4.00000000,80.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 8-gil,20101013,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,회현동1가 188-2 철,0,1068,회현동1가 147-31대,퇴계로8길,4103395,6.00000000,679.00000000,4,11140,3
20100628,동호로를 중심으로 일련번호 부여,10,Dongho-ro 11a-gil,20101010,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 432-520대,1,1072,신당동 432-2513대,동호로11아길,4103086,2.00000000,18.00000000,4,11140,3
20100628,마장로를 중심으로 일련번호 부여,10,Majang-ro 5-gil,20100928,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,황학동 123대,0,1074,황학동 1237대,마장로5길,4103139,12.00000000,193.00000000,4,11140,3
20100519,행정구역 명칭 반영,10,Jungnim-ro,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100526,20110303,중림동 149-66종,1,406,중림동 149-65종,중림로,3101007,4.00000000,47.00000000,3,11140,3
20100628,마장로를 중심으로 일련번호 부여,10,Majang-ro 9-gil,20161130,,12,20100630,20161130171507,황학동 1205대,1,1402,황학동 1257대,마장로9길,4103141,3.00000000,88.00000000,4,11140,3
20100628,마장로를 중심으로 일련번호 부여,10,Majang-ro 5-gil,20100928,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,황학동 148대,1,1403,황학동 148대,마장로5길,4103139,2.00000000,23.00000000,4,11140,3
20110124,옛 지역명칭 인용,10,Cheonggu-ro,20110303,"광역도로 정비 및 부여사유, 부여방식 정비",90,20110127,20110303,신당동 36-243수,1,1803,신당동 230-13대,청구로,3101008,4.00000000,82.00000000,3,11140,3
20100628,다산로를 중심으로 일련번호 부여,10,Dasan-ro 39ga-gil,20101010,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 304-218대,1,2,신당동 304-222대,다산로39가길,4103061,5.00000000,64.00000000,4,11140,3
20100628,세종대로를 중심으로 일련번호 부여,10,Sejong-daero 9-gil,20101201,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,서소문동 120-26대,1,1804,서소문동 120-35대,세종대로9길,4103203,3.00000000,110.00000000,4,11140,3
20100419,국보 제1호 남대문의 명칭 인용,10,Namdaemun-ro,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214904,남대문로3가 92-3대,1,3,북창동 94-66 대,남대문로,3101001,2.00000000,135.00000000,3,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 8-gil,20101013,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,회현동1가 100-167대,1,413,회현동1가 100-164 대,퇴계로8길,4103395,4.00000000,126.00000000,4,11140,3
20110225,옛 지역 명칭인용 일련번호 부여,10,Cheonggu-ro 21-gil,,"광역도로 정비 및 부여사유, 부여방식 정비",90,20110302,20110303,신당동 398-3대,1,14,신당동 398-19대,청구로21길,4103299,3.00000000,19.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 12-gil,20101005,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,회현동1가 35-16대,1,1617,회현동1가 206 대,퇴계로12길,4103324,7.00000000,63.00000000,4,11140,3
20100628,마장로를 중심으로 일련번호 부여,10,Majang-ro 5-gil,20100928,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,황학동 125 대,1,415,황학동 108대,마장로5길,4103139,4.00000000,96.00000000,4,11140,3
20100628,을지로를 중심으로 일련번호 부여,10,Eulji-ro 1-gil,20101002,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,을지로1가 50대,0,1618,무교동 1대,을지로1길,4103241,3.00000000,349.00000000,4,11140,3
20100628,마장로를 중심으로 일련번호 부여,10,Majang-ro 7-gil,20100927,직권수정(속성변경),99,20100630,20160531131812,황학동 89대,1,416,황학동 91대,마장로7길,4103140,3.00000000,41.00000000,4,11140,3
20100419,조선시대 유학자 이황의 호 인용,10,Toegye-ro,20100903,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214904,남대문로5가 541대,1,16,황학동 2494대,퇴계로,3101011,4.00000000,62.00000000,3,11140,3
20100628,손기정로를 중심으로 일련번호 부여,10,Songijeong-ro 14-gil,,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,만리동2가 48-7대,0,837,만리동2가 41-8 공,손기정로14길,4103219,3.00000000,163.00000000,4,11140,3
20100628,만리재로를 중심으로 일련번호 부여,10,Mallijae-ro 31ga-gil,20100928,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,만리동2가 188-1 대,1,1838,만리동2가 188-15대,만리재로31가길,4103145,4.00000000,36.00000000,4,11140,3
20100419,청계천의 수표다리 명칭 인용,10,Supyo-ro,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214903,을지로3가 344-17대,2,839,저동2가 8-2대,수표로,3005006,1.00000000,1350.00000000,3,11140,2
20100419,조선시대 유학자 이황의 호 인용,10,Toegye-ro,20100903,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214904,남대문로5가 541대,1,840,황학동 2494대,퇴계로,3101011,6.00000000,70.00000000,3,11140,3
20100628,후암로를 중심으로 일련번호 부여,10,Huam-ro 60-gil,20100830,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,남대문로5가 579대,2,1840,남대문로5가 622대,후암로60길,4103406,3.00000000,44.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 88-gil,20101009,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,신당동 154-25대,1,842,신당동 154-24대,퇴계로88길,4103392,3.00000000,30.00000000,4,11140,3
20100628,소공로를 중심으로 일련번호 부여,10,Sogong-ro 3-gil,20100930,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,회현동1가 47대,1,1841,회현동1가 143-13대,소공로3길,4103205,2.00000000,58.00000000,4,11140,3
20100628,손기정로를 중심으로 일련번호 부여,10,Songijeong-ro 16-gil,20100929,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,만리동2가 37-12대,1,843,만리동2가 37-6대,손기정로16길,4103220,5.00000000,75.00000000,4,11140,3
20100513,조선 제4대왕인 세종의 묘호 인용,10,Sejong-daero,20101109,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100520,20141030214902,태평로1가 61-1대,1,1842,태평로1가 62-2대,세종대로,2005001,2.00000000,2240.00000000,2,11140,2
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 85-gil,20101013,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,황학동 390대,1,1405,황학동 383대,퇴계로85길,4103387,2.00000000,58.00000000,4,11140,3
20100419,조선시대 명장 이순신의 시호 인용,10,Chungmu-ro,20100901,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100422,20141030214904,필동1가 41-1대,1,4,입정동 206-3대,충무로,3101009,3.00000000,48.00000000,3,11140,3
20100628,필동로를 중심으로 일련번호 부여,10,Pildong-ro 8-gil,20101006,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,필동3가 79-9대,0,1805,예장동 1-195대,필동로8길,4103402,6.00000000,435.00000000,4,11140,3
20100628,난계로를 중심으로 일련번호 부여,10,Nangye-ro 11-gil,20101006,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,황학동 2491대,1,1407,황학동 2478대,난계로11길,4103003,4.00000000,46.00000000,4,11140,3
20100628,손기정로를 중심으로 일련번호 부여,10,Songijeong-ro 16-gil,20100929,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,만리동2가 40대,1,1806,만리동2가 40-14공,손기정로16길,4103220,4.00000000,77.00000000,4,11140,3
20100628,소공로를 중심으로 일련번호 부여,10,Sogong-ro 4-gil,,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,회현동2가 48-57대,1,1602,회현동2가 48-1대,소공로4길,4103206,4.00000000,31.00000000,4,11140,3
20100628,소공로를 중심으로 일련번호 부여,10,Sogong-ro 6na-gil,20100912,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,회현동2가 33-9대,0,1603,회현동2가 42-16대,소공로6나길,4103209,4.00000000,109.00000000,4,11140,3
20100628,퇴계로를 중심으로 일련번호 부여,10,Toegye-ro 41ga-gil,20101012,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,인현동2가 189-22대,1,1636,인현동2가 186-2대,퇴계로41가길,4103347,3.00000000,64.00000000,4,11140,3
20100628,을지로를 중심으로 일련번호 부여,10,Eulji-ro 18-gil,20101001,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,을지로3가 260-9대,1,33,을지로3가 259-2대,을지로18길,4103239,3.00000000,30.00000000,4,11140,3
20100628,마른내로를 중심으로 일련번호 부여,10,Mareunnae-ro 12-gil,20100926,"광역도로 정비 및 부여사유, 부여방식 정비",90,20100630,20110303,충무로5가 22-5대,1,1637,오장동 101-1대,마른내로12길,4103121,7.00000000,110.00000000,4,11140,3
